file name,name,smiles,EGFR.csv,ER-beta.csv,HER2.csv,NFKB.csv,PR.csv,molecular weight
EGFR+HER2.smi,50243221::JLQPVVYLBVGTJX-UHFFFAOYSA-N,c1[nH]c(=O)c2c(c1)nc(c(c2)c1ccccc1)c1ccc(cc1)CN1CCC(CC1)c1nnc([nH]1)c1ccc(nc1)OC,-10.3,,-10.5,,,569.669
EGFR+HER2.smi,50243093::ZRXJYDCAGSDBET-LJAQVGFWSA-N,c1([C@@]2(CN3Cc4c(C3=O)cc(cc4)OC)C(=O)NC(=O)N2)oc2c(c1)nc(cc2)N(C1CCN(CC1)C)c1cn[nH]c1,-9.6,,-10.1,,,570.61
EGFR+HER2.smi,50239386::NPJLBTOWTCQVCX-ROUUACIJSA-N,N12c3nc4n(c(c3)Nc3cc5c(c(c3)OCCCCO[C@H](C1)C[C@H]2CO)NC(=O)CC5)ncc4,-9.8,,-7.7,,,464.526
EGFR+HER2.smi,50239364::QRERFNICIICVTE-QLVMYSCWSA-N,N12c3nc4n(c(c3)Nc3cc5c(c(c3)OC/C=C/CO[C@H](C1)C[C@H]2CO)N(C(=O)CC5)C)ncc4Cl,-10.1,,-7.7,,,510.982
EGFR+HER2.smi,50236634::DOHWRPLJKFZNPW-UHFFFAOYSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@@H](CN(CC1)CCO)C(=O)NO,-9.7,,-10,,,514.604
EGFR+HER2.smi,50236629::PGGXYVFZACPWGT-NOURSWRJSA-N,O=S(=O)(c1ccc(OCc2cc([nH+]c3c2cccc3)C)cc1)N[C@H]1[C@](CN(CC1)C=O)(C(=O)NO)O,-9.9,,-8.9,,,515.568
EGFR+HER2.smi,50236628::GFEBLWFWQAPHPF-RBBKRZOGSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@H](CN(C1)C=O)C(=O)NO,-9.6,,-9.6,,,484.534
EGFR+HER2.smi,50236627::VYRWTBBBKYEYEH-JTHBVZDNSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@H](CN(C1)C(=O)C)C(=O)NO,-9.8,,-8.6,,,498.561
EGFR+HER2.smi,50236625::PRUBEBCKVHQBST-JTHBVZDNSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@H](CCCC1)C(=O)NO,-9.6,,-9.5,,,469.563
EGFR+HER2.smi,50236623::LGZMOIBKWSJFQT-LADGPHEKSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N([C@H]1[C@H](CC=CC1)C(=O)NO)C,-8.9,,-8.9,,,481.574
EGFR+HER2.smi,50236613::XCMYDYMUMRJGDR-VWNXMTODSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@](CCC1)(C(=O)NO)C,-9.8,,-9.6,,,469.563
EGFR+HER2.smi,50236610::QQBWBLRTKSXGTQ-NOZRDPDXSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@](CN(CC1)C=O)(C(=O)NO)C,-10,,-8.6,,,512.588
EGFR+HER2.smi,50236607::JKJJVHPDOQOUJG-RSXGOPAZSA-N,O=S(=O)(c1ccc(OCc2cc(nc3c2cccc3)C)cc1)N[C@H]1[C@](CN(CC1)C(=O)C)(C(=O)NO)C,-10.5,,-8.8,,,526.615
